,0,CARDINAL,DATE,GPE,LOC,MONEY,NORP,ORG,PERSON,WORK_OF_ART,ORDINAL,QUANTITY,TIME,FAC,LAW,PRODUCT,EVENT,PERCENT,LANGUAGE
0,,5.0,6.0,31.0,,,3.0,5.0,18.0,,1.0,,,1.0,,,2.0,,
0,,,3.0,18.0,2.0,,2.0,8.0,7.0,,,1.0,,,,,1.0,,
0,,,10.0,4.0,,2.0,2.0,9.0,15.0,,1.0,,,,,,,,
0,,1.0,5.0,17.0,4.0,,3.0,10.0,11.0,,,2.0,,,,,,,
0,,2.0,9.0,8.0,1.0,,,8.0,21.0,1.0,1.0,,,3.0,,2.0,2.0,,
0,,2.0,5.0,12.0,,,2.0,8.0,7.0,,1.0,1.0,,,,,1.0,,
0,,2.0,3.0,3.0,,,1.0,5.0,5.0,,1.0,,,,,,,6.0,
0,,3.0,5.0,2.0,,,1.0,5.0,8.0,,,,,,,,,1.0,
0,,8.0,7.0,7.0,,5.0,,12.0,8.0,1.0,9.0,,,2.0,,,,,
0,,1.0,9.0,16.0,3.0,,5.0,2.0,4.0,,,,,,,,2.0,,
0,,1.0,5.0,18.0,3.0,,10.0,3.0,16.0,,1.0,,1.0,,,,2.0,,
0,,7.0,13.0,11.0,3.0,3.0,1.0,29.0,9.0,1.0,7.0,,,,,1.0,3.0,,
0,,4.0,13.0,18.0,,3.0,7.0,12.0,17.0,,1.0,1.0,,,,,,3.0,
0,,,2.0,7.0,,,2.0,2.0,4.0,,,,,,,,,,
0,,4.0,6.0,13.0,1.0,,2.0,9.0,7.0,,1.0,,,1.0,,,,2.0,
0,,2.0,5.0,1.0,,1.0,1.0,13.0,1.0,,,,1.0,,,,,,
0,,,6.0,3.0,,,1.0,4.0,14.0,,,,,1.0,,,,,
0,,3.0,3.0,17.0,2.0,,4.0,8.0,7.0,,,,,,,,3.0,,
0,,1.0,6.0,,,,1.0,8.0,17.0,,,,1.0,,,,,,
0,,2.0,18.0,39.0,8.0,,8.0,9.0,10.0,,2.0,,2.0,,,,5.0,,
0,,3.0,4.0,8.0,,,,11.0,2.0,,3.0,,,,,,,,
0,,5.0,7.0,16.0,3.0,,8.0,4.0,7.0,,,,,,,,9.0,,
0,,,4.0,11.0,1.0,,6.0,3.0,11.0,,1.0,,,,,,,,
0,,5.0,9.0,9.0,1.0,,,14.0,13.0,,1.0,,,1.0,,1.0,1.0,,
0,,6.0,12.0,10.0,2.0,,2.0,31.0,14.0,1.0,1.0,,,,,1.0,,2.0,
0,,7.0,6.0,6.0,,1.0,2.0,14.0,4.0,,1.0,,,,,,,,
0,,5.0,4.0,10.0,,,9.0,8.0,8.0,1.0,3.0,1.0,,,,,,2.0,1.0
0,,2.0,1.0,7.0,,,1.0,11.0,21.0,1.0,1.0,,,,,,,,
0,,2.0,8.0,19.0,,,9.0,4.0,12.0,,1.0,,,,,,2.0,,
0,,1.0,3.0,9.0,,1.0,3.0,2.0,2.0,,1.0,2.0,,,,,,1.0,
0,,,6.0,13.0,,,7.0,4.0,12.0,,,,2.0,5.0,,,1.0,,
0,,3.0,9.0,11.0,8.0,,6.0,17.0,34.0,,,,1.0,,,,2.0,,
0,,3.0,6.0,26.0,1.0,,3.0,6.0,11.0,2.0,,,,,,1.0,1.0,,
0,,1.0,6.0,16.0,,,8.0,3.0,13.0,,3.0,,1.0,,,1.0,3.0,,
0,,9.0,10.0,1.0,1.0,2.0,1.0,5.0,1.0,,2.0,,,,,,,6.0,
0,,5.0,12.0,46.0,8.0,,18.0,18.0,28.0,1.0,1.0,1.0,1.0,,,,6.0,,
0,,8.0,7.0,15.0,1.0,,4.0,6.0,5.0,,1.0,1.0,,,1.0,,,,
0,,6.0,5.0,7.0,1.0,,,4.0,3.0,,,,1.0,,,,,,
0,,2.0,8.0,5.0,1.0,,1.0,6.0,4.0,,,,,1.0,,,,,
0,,,4.0,3.0,3.0,,,3.0,1.0,,3.0,,,,,,1.0,,
0,,1.0,6.0,11.0,4.0,,,8.0,8.0,,2.0,,,,,,1.0,,
0,,,3.0,11.0,,,1.0,8.0,1.0,,1.0,,,,,,,,
0,,6.0,21.0,11.0,2.0,5.0,7.0,5.0,8.0,,1.0,,6.0,,,,,7.0,
0,,2.0,5.0,13.0,1.0,,2.0,4.0,3.0,,,,,,,1.0,3.0,,
0,,5.0,12.0,18.0,3.0,,6.0,16.0,7.0,,1.0,,2.0,5.0,,,3.0,,
0,,2.0,8.0,16.0,5.0,,5.0,12.0,16.0,,,1.0,3.0,2.0,,,4.0,,
0,,3.0,7.0,2.0,,4.0,,5.0,9.0,,,,,,,,,,
0,,1.0,4.0,1.0,,,1.0,9.0,4.0,,,,,,,,,,
0,,4.0,23.0,3.0,1.0,12.0,,15.0,20.0,,,,,1.0,,,,,
0,,,,2.0,,,,1.0,3.0,,,,,,,,,,
0,,10.0,7.0,9.0,,,3.0,23.0,9.0,,7.0,,,,,,,,
0,,3.0,2.0,14.0,3.0,,5.0,11.0,2.0,,,2.0,4.0,,,,,,
0,,3.0,12.0,34.0,,,9.0,15.0,13.0,1.0,,,,1.0,,,,,
0,,2.0,7.0,6.0,1.0,,14.0,20.0,19.0,,1.0,,,,1.0,,,,
0,,4.0,7.0,43.0,22.0,,4.0,9.0,10.0,,4.0,,,,,,1.0,,
0,,1.0,2.0,31.0,3.0,,11.0,4.0,10.0,,,1.0,,,,,2.0,,
0,,3.0,19.0,14.0,,,13.0,3.0,8.0,,,,,1.0,,,1.0,10.0,
0,,2.0,15.0,14.0,2.0,,9.0,8.0,20.0,,1.0,1.0,2.0,,1.0,1.0,3.0,,
0,,3.0,3.0,3.0,,,2.0,3.0,1.0,,1.0,,,,,1.0,,,
0,,3.0,10.0,9.0,1.0,,6.0,1.0,12.0,,1.0,,,,,,6.0,,
0,,,6.0,,,,2.0,2.0,2.0,,,,1.0,1.0,,,,,
0,,,3.0,1.0,,,3.0,1.0,4.0,,,,2.0,1.0,,,1.0,,
0,,2.0,15.0,13.0,,,1.0,8.0,26.0,,,,,,,,1.0,,
0,,5.0,6.0,3.0,2.0,,3.0,18.0,18.0,1.0,,1.0,1.0,1.0,,2.0,1.0,1.0,1.0
0,,2.0,7.0,9.0,,,4.0,8.0,5.0,,,1.0,,,,,5.0,,
0,,2.0,16.0,4.0,,2.0,,8.0,9.0,,,,,,1.0,,,,
0,,2.0,3.0,14.0,4.0,,5.0,4.0,10.0,,1.0,,,,,,1.0,,
0,,,4.0,9.0,,,3.0,8.0,1.0,,,,,,,,,,1.0
0,,2.0,7.0,19.0,6.0,,8.0,4.0,10.0,,,,1.0,,,,3.0,,
0,,,3.0,12.0,3.0,,1.0,7.0,11.0,,,,,,,,,,
0,,12.0,17.0,11.0,2.0,,12.0,18.0,39.0,8.0,,,,4.0,,,4.0,,
0,,1.0,6.0,21.0,4.0,,4.0,9.0,41.0,1.0,2.0,,1.0,,,1.0,6.0,,
0,,8.0,7.0,21.0,1.0,2.0,8.0,7.0,21.0,,2.0,,1.0,,,,,,
0,,,11.0,2.0,1.0,5.0,2.0,35.0,25.0,,4.0,,,,,,,6.0,
0,,2.0,7.0,11.0,,,8.0,7.0,7.0,,4.0,,,1.0,,,7.0,,
0,,1.0,1.0,2.0,,,4.0,5.0,7.0,,,,1.0,,,,1.0,,
0,,,7.0,13.0,1.0,,5.0,8.0,20.0,,1.0,,1.0,2.0,,,1.0,,
0,,,4.0,3.0,1.0,,4.0,3.0,10.0,,1.0,,,,,,1.0,,
0,,4.0,8.0,30.0,3.0,1.0,12.0,12.0,20.0,,,1.0,3.0,1.0,,,5.0,,1.0
0,,,8.0,19.0,5.0,,5.0,5.0,5.0,,1.0,,,,,,3.0,,
0,,2.0,7.0,10.0,1.0,,7.0,4.0,13.0,,1.0,1.0,1.0,,,,2.0,,
0,,3.0,7.0,13.0,,,1.0,3.0,2.0,,,1.0,11.0,1.0,,1.0,2.0,,
0,,,11.0,24.0,9.0,,9.0,13.0,4.0,,,1.0,1.0,2.0,,,2.0,,
0,,8.0,10.0,7.0,1.0,2.0,,11.0,6.0,,4.0,,,,,1.0,,,
0,,6.0,8.0,8.0,1.0,3.0,4.0,8.0,11.0,1.0,1.0,,,1.0,,,,,
0,,4.0,9.0,17.0,3.0,,3.0,5.0,12.0,,,,,,,,,,
0,,9.0,10.0,8.0,2.0,,9.0,15.0,8.0,,1.0,,,,,,,3.0,
0,,,7.0,20.0,,,7.0,13.0,9.0,,1.0,,,1.0,,,1.0,,
0,,3.0,6.0,25.0,,,14.0,12.0,16.0,,3.0,,3.0,,,,4.0,,
0,,,7.0,25.0,10.0,,5.0,5.0,6.0,,2.0,1.0,,1.0,,,1.0,,
0,,1.0,7.0,6.0,1.0,,,18.0,9.0,2.0,2.0,,,,,,,1.0,
0,,1.0,7.0,,,,1.0,6.0,2.0,,,,,,,,,,
0,,,13.0,7.0,1.0,,2.0,26.0,16.0,,2.0,,,,,1.0,,,
0,,3.0,9.0,2.0,,,,3.0,2.0,,,1.0,1.0,2.0,,,2.0,,
0,,7.0,10.0,11.0,1.0,,2.0,22.0,10.0,,3.0,,,,,,,,
0,,2.0,5.0,1.0,,,1.0,2.0,6.0,,2.0,4.0,1.0,2.0,,,1.0,,
0,,1.0,12.0,6.0,1.0,2.0,1.0,3.0,3.0,,1.0,1.0,,,,,1.0,5.0,
0,,4.0,8.0,3.0,3.0,,4.0,4.0,1.0,,,,,,,,,,
0,,1.0,7.0,25.0,3.0,,8.0,11.0,28.0,3.0,1.0,,,,,,1.0,,
0,,7.0,13.0,33.0,11.0,,12.0,7.0,1.0,,,3.0,1.0,,1.0,,1.0,,
0,,1.0,6.0,9.0,1.0,,5.0,6.0,15.0,1.0,,,,,,,1.0,,
0,,7.0,9.0,14.0,3.0,,11.0,15.0,19.0,,1.0,,1.0,,,,,9.0,
0,,5.0,6.0,8.0,2.0,,6.0,1.0,1.0,,,2.0,1.0,1.0,,,,,
0,,1.0,5.0,3.0,,,4.0,8.0,13.0,1.0,,,3.0,2.0,,,1.0,,
0,,3.0,5.0,3.0,3.0,,3.0,22.0,2.0,,1.0,1.0,,,,,,1.0,
0,,1.0,4.0,9.0,1.0,,2.0,11.0,15.0,,,,,,,,,,
0,,4.0,7.0,9.0,,,2.0,24.0,10.0,3.0,1.0,,,1.0,,1.0,,,1.0
0,,3.0,3.0,1.0,,,,6.0,4.0,,,,,,,,,,
0,,1.0,5.0,1.0,,,,7.0,10.0,,,,,1.0,,,,,
0,,7.0,4.0,5.0,6.0,,5.0,3.0,5.0,,1.0,1.0,,,,,,,
0,,,22.0,2.0,1.0,11.0,1.0,3.0,2.0,,1.0,,,,,,,11.0,
0,,,5.0,3.0,,,3.0,9.0,5.0,,,,,,,,,,
0,,2.0,4.0,17.0,1.0,,1.0,6.0,6.0,,,1.0,,,1.0,,,3.0,
0,,9.0,10.0,59.0,4.0,,9.0,3.0,25.0,,1.0,3.0,,,1.0,,2.0,,
0,,1.0,5.0,13.0,1.0,,3.0,4.0,12.0,,,,,,,,,,
0,,1.0,10.0,24.0,3.0,,2.0,11.0,35.0,,1.0,,,,1.0,,2.0,,
0,,1.0,7.0,1.0,,4.0,1.0,7.0,9.0,,,,,,,,,,
0,,4.0,8.0,1.0,,1.0,,5.0,9.0,,1.0,,,,,,,,
0,,,3.0,4.0,,,7.0,1.0,14.0,1.0,1.0,,,1.0,,1.0,,,
0,,2.0,11.0,14.0,2.0,,2.0,9.0,5.0,,1.0,,,1.0,,,1.0,,
0,,3.0,7.0,8.0,1.0,1.0,5.0,14.0,13.0,,1.0,,1.0,,,,,1.0,
0,,1.0,1.0,4.0,1.0,,3.0,8.0,13.0,,1.0,,,,,,,1.0,
0,,4.0,4.0,2.0,,,,11.0,9.0,,,,,,,,,,
0,,9.0,12.0,12.0,,,4.0,12.0,3.0,,,1.0,,,,,,,
0,,2.0,10.0,26.0,2.0,,4.0,9.0,15.0,1.0,2.0,1.0,,,,,,,
0,,5.0,6.0,6.0,1.0,,5.0,7.0,21.0,,3.0,,,,,,2.0,,
0,,5.0,2.0,,,2.0,4.0,2.0,1.0,1.0,,,,,,,,6.0,
0,,2.0,5.0,1.0,,,1.0,5.0,5.0,,,,,,,,,,
0,,8.0,10.0,74.0,5.0,,9.0,8.0,15.0,,1.0,3.0,,,,,6.0,,
0,,,6.0,2.0,,,2.0,11.0,5.0,,,,,,,,,,
0,,6.0,5.0,2.0,,,,14.0,18.0,,1.0,,,,,,,,
0,,1.0,7.0,3.0,3.0,,1.0,2.0,6.0,,,,,1.0,,,1.0,,
0,,5.0,6.0,17.0,5.0,,6.0,5.0,22.0,1.0,2.0,,,,,,,,
0,,2.0,7.0,7.0,1.0,,2.0,6.0,13.0,1.0,,,,1.0,,,1.0,,
0,,2.0,11.0,60.0,9.0,,4.0,24.0,22.0,1.0,1.0,1.0,,,,,4.0,,
0,,1.0,4.0,24.0,,1.0,3.0,7.0,2.0,,,,,,,,,4.0,
0,,1.0,3.0,9.0,,,5.0,1.0,10.0,,,,,,,,,,
0,,6.0,13.0,15.0,1.0,,3.0,14.0,10.0,,1.0,,,1.0,,,2.0,,3.0
0,,4.0,16.0,3.0,,,3.0,4.0,14.0,,,,,,,,,,
0,,3.0,3.0,4.0,,,1.0,14.0,4.0,,2.0,,,,1.0,,1.0,,
0,,2.0,5.0,8.0,1.0,,2.0,5.0,5.0,,,,,,,,,,
0,,6.0,14.0,26.0,9.0,,10.0,5.0,20.0,,1.0,,,,,,,,
0,,2.0,10.0,13.0,2.0,,7.0,10.0,13.0,,,,,,,,,,
0,,3.0,5.0,4.0,,,3.0,13.0,5.0,,2.0,,1.0,2.0,,1.0,2.0,,
0,,5.0,13.0,28.0,1.0,,6.0,59.0,21.0,,13.0,,,,,,1.0,,3.0
0,,2.0,7.0,17.0,3.0,,13.0,12.0,8.0,,1.0,,,,,,,,3.0
0,,16.0,21.0,27.0,10.0,,10.0,8.0,18.0,1.0,2.0,5.0,,,4.0,,5.0,,
0,,6.0,11.0,74.0,6.0,1.0,24.0,4.0,9.0,1.0,,,,,1.0,,4.0,2.0,
0,,,2.0,25.0,6.0,,3.0,9.0,18.0,,1.0,,,,,,1.0,,
0,,,7.0,4.0,1.0,,2.0,7.0,3.0,1.0,2.0,,1.0,1.0,,,,,
0,,8.0,7.0,9.0,1.0,,1.0,6.0,12.0,4.0,,,,,,,,,
0,,5.0,6.0,5.0,1.0,2.0,,3.0,10.0,1.0,,,,,,,,,
0,,2.0,6.0,5.0,1.0,3.0,4.0,5.0,9.0,1.0,2.0,,,,,,,4.0,
0,,2.0,9.0,13.0,2.0,,2.0,11.0,14.0,,,,,,,,1.0,,
0,,4.0,14.0,49.0,2.0,,7.0,20.0,15.0,1.0,1.0,1.0,,,,,1.0,,
0,,1.0,2.0,1.0,1.0,,6.0,13.0,8.0,,4.0,,,,,,,,
0,,1.0,13.0,36.0,5.0,,19.0,11.0,24.0,2.0,6.0,,,,1.0,,2.0,,
0,,,15.0,32.0,3.0,,9.0,11.0,21.0,,2.0,,1.0,,,,,,
0,,5.0,11.0,23.0,9.0,,6.0,5.0,15.0,,1.0,,,,,,,,
0,,5.0,8.0,15.0,,,9.0,5.0,16.0,,,,,,,,,,
0,,1.0,4.0,3.0,1.0,2.0,,5.0,10.0,1.0,1.0,,1.0,,,,,,
0,,5.0,4.0,14.0,2.0,,2.0,3.0,5.0,,1.0,,,,,,1.0,,
0,,2.0,5.0,1.0,1.0,,5.0,14.0,7.0,,,,,,,,,,
0,,3.0,2.0,3.0,,,1.0,9.0,10.0,,,,1.0,,,,,,
0,,5.0,11.0,19.0,10.0,,18.0,3.0,28.0,,1.0,2.0,1.0,,2.0,,3.0,,
0,,2.0,7.0,1.0,1.0,,,17.0,21.0,,1.0,,,,,,,,
0,,3.0,7.0,12.0,1.0,,7.0,1.0,5.0,,,,1.0,,,,,,
0,,4.0,10.0,2.0,3.0,,,2.0,8.0,,3.0,,1.0,1.0,,,,,
0,,2.0,2.0,24.0,2.0,,10.0,17.0,13.0,,1.0,,,,,,,,
0,,,3.0,,,,1.0,3.0,6.0,,,,,,,1.0,,,
0,,1.0,5.0,3.0,1.0,,7.0,10.0,11.0,1.0,,,1.0,,,,,,
0,,5.0,9.0,6.0,,,3.0,2.0,3.0,,3.0,,,,,,,,
0,,5.0,9.0,9.0,2.0,,8.0,12.0,14.0,,2.0,1.0,,1.0,,,2.0,,
0,,1.0,2.0,4.0,,,1.0,3.0,3.0,,,1.0,,1.0,,,,,
0,,3.0,6.0,15.0,1.0,,6.0,4.0,19.0,,1.0,,,,,,,,
0,,3.0,17.0,11.0,,,7.0,10.0,28.0,,4.0,,,,,,,6.0,
0,,5.0,,13.0,2.0,,10.0,21.0,2.0,1.0,2.0,,,,,,,,8.0
0,,5.0,4.0,5.0,,,1.0,2.0,1.0,,,1.0,1.0,,,,,,
0,,1.0,4.0,17.0,1.0,,6.0,5.0,10.0,,,,,,,,,,
0,,1.0,9.0,7.0,3.0,,3.0,9.0,11.0,1.0,,,1.0,,,,,,
0,,5.0,11.0,44.0,5.0,,14.0,29.0,20.0,,2.0,,,1.0,1.0,1.0,1.0,,
0,,1.0,14.0,,,,3.0,28.0,23.0,,,,2.0,,,1.0,,,
0,,2.0,2.0,4.0,,,2.0,12.0,7.0,,2.0,,,,,,,,
0,,2.0,6.0,9.0,1.0,,2.0,8.0,7.0,,6.0,,,,,,,,
0,,7.0,12.0,21.0,5.0,,6.0,8.0,13.0,,,,,,1.0,,,,
0,,8.0,6.0,,,,,7.0,3.0,,,,,1.0,,,,,
0,,5.0,2.0,14.0,,7.0,4.0,8.0,6.0,,2.0,2.0,,,,,,1.0,
0,,4.0,32.0,30.0,3.0,3.0,15.0,15.0,12.0,,4.0,1.0,,,,,5.0,,
0,,4.0,6.0,6.0,3.0,,1.0,12.0,6.0,,,,,,,,3.0,1.0,
0,,3.0,9.0,25.0,7.0,,25.0,20.0,21.0,,,,,,,,,2.0,
0,,9.0,7.0,24.0,6.0,,3.0,6.0,14.0,,3.0,,,,,,,,
0,,6.0,6.0,7.0,,,,10.0,19.0,,,,,,1.0,,,,
0,,4.0,11.0,20.0,3.0,,12.0,17.0,20.0,,2.0,,,,,,1.0,,
0,,15.0,5.0,12.0,,3.0,,3.0,4.0,,2.0,1.0,,,,,,,
0,,,7.0,23.0,1.0,,4.0,3.0,12.0,,,,,,1.0,,,,
0,,5.0,10.0,8.0,,,1.0,19.0,17.0,,,,1.0,1.0,,2.0,,,
0,,1.0,10.0,7.0,,,1.0,8.0,3.0,,3.0,,,,1.0,,,,
0,,1.0,,4.0,,2.0,9.0,3.0,6.0,1.0,2.0,,,,,,,,1.0
0,,,2.0,,,,,1.0,2.0,,,,,,,,,,
0,,,8.0,6.0,,1.0,3.0,17.0,10.0,,1.0,,,1.0,2.0,,,,
0,,14.0,10.0,21.0,1.0,,29.0,12.0,23.0,,3.0,2.0,2.0,,,,5.0,,
0,,,5.0,2.0,,,6.0,1.0,2.0,,,,,,,,2.0,,2.0
0,,2.0,11.0,7.0,,2.0,2.0,9.0,13.0,,,,,6.0,,,,,
0,,6.0,9.0,5.0,,,4.0,20.0,31.0,1.0,2.0,,1.0,,,,,,
0,,4.0,6.0,6.0,,1.0,8.0,10.0,17.0,,2.0,,1.0,,,,3.0,,
0,,5.0,9.0,9.0,2.0,4.0,2.0,15.0,13.0,,1.0,,,1.0,,4.0,,,
0,,8.0,9.0,8.0,2.0,,4.0,24.0,30.0,,1.0,,7.0,1.0,,,,,
0,,,5.0,2.0,,3.0,,5.0,3.0,,1.0,,1.0,1.0,,,1.0,,
0,,4.0,9.0,3.0,,1.0,1.0,28.0,11.0,2.0,,,,,,,1.0,,
0,,2.0,11.0,12.0,6.0,6.0,12.0,15.0,35.0,,2.0,,,,,,,,
0,,1.0,,3.0,,4.0,2.0,6.0,2.0,,,,,,,,,,
0,,11.0,14.0,18.0,,2.0,35.0,9.0,19.0,,1.0,,,,,1.0,,,
0,,5.0,13.0,1.0,,4.0,1.0,1.0,2.0,1.0,,,,,,,,,
0,,4.0,5.0,7.0,,8.0,5.0,9.0,14.0,,,,,1.0,,,,,
0,,1.0,8.0,3.0,,,2.0,10.0,11.0,,2.0,,1.0,,,,,,
0,,10.0,4.0,8.0,1.0,,6.0,1.0,,,,,,,,,,,1.0
0,,3.0,18.0,3.0,,15.0,2.0,5.0,8.0,1.0,3.0,,2.0,,,1.0,,,
0,,8.0,19.0,6.0,3.0,33.0,8.0,20.0,16.0,,3.0,,,2.0,,,,,
0,,9.0,8.0,10.0,1.0,,2.0,15.0,8.0,,2.0,,1.0,,,,3.0,,
0,,19.0,15.0,12.0,1.0,3.0,3.0,10.0,17.0,,1.0,,,,,,,,
0,,3.0,9.0,17.0,,,4.0,7.0,16.0,,,,1.0,1.0,,,,,
0,,29.0,31.0,65.0,7.0,,20.0,38.0,78.0,,4.0,1.0,34.0,,,1.0,,,4.0
0,,3.0,7.0,4.0,1.0,,3.0,9.0,23.0,,2.0,,,2.0,,,,,
0,,4.0,5.0,6.0,,,7.0,8.0,8.0,,,,,,,,,,
0,,6.0,13.0,23.0,1.0,12.0,4.0,10.0,8.0,,,,1.0,,1.0,,,,
0,,,3.0,13.0,3.0,,14.0,4.0,16.0,2.0,1.0,,3.0,2.0,,2.0,,,
0,,7.0,6.0,8.0,5.0,,7.0,5.0,20.0,,4.0,2.0,3.0,2.0,,3.0,1.0,,
0,,,6.0,5.0,,5.0,,1.0,3.0,,1.0,,,,,,,,
0,,3.0,12.0,10.0,4.0,,1.0,12.0,15.0,,1.0,1.0,1.0,1.0,,2.0,1.0,,
0,,6.0,1.0,25.0,,3.0,7.0,15.0,8.0,,1.0,,,,,,,,
0,,5.0,8.0,4.0,,,6.0,17.0,10.0,,1.0,,,,12.0,,,,
0,,5.0,7.0,10.0,3.0,9.0,1.0,7.0,3.0,,,,1.0,1.0,,,,,
0,,2.0,8.0,4.0,1.0,,,5.0,11.0,,1.0,,,1.0,,,,,
0,,4.0,4.0,2.0,1.0,,4.0,7.0,11.0,,,,2.0,,,,,,
0,,3.0,16.0,8.0,,,,2.0,19.0,,1.0,,2.0,,,,,,
0,,4.0,11.0,12.0,1.0,,5.0,26.0,30.0,,,,1.0,3.0,,1.0,1.0,,
0,,1.0,2.0,7.0,1.0,,10.0,10.0,3.0,,1.0,,,,,,,,
0,,5.0,14.0,1.0,,2.0,1.0,14.0,14.0,2.0,2.0,,6.0,3.0,1.0,,,,
0,,4.0,2.0,5.0,,1.0,1.0,4.0,5.0,,1.0,,,,,,1.0,,
0,,1.0,11.0,14.0,2.0,1.0,4.0,12.0,6.0,,,,,2.0,1.0,,1.0,,
0,,1.0,5.0,8.0,1.0,,6.0,17.0,9.0,,,,,,,2.0,1.0,,
0,,,2.0,5.0,2.0,,3.0,2.0,1.0,,,,1.0,,,,,,
0,,13.0,24.0,14.0,,,8.0,15.0,28.0,1.0,2.0,,1.0,3.0,1.0,2.0,4.0,,
0,,1.0,6.0,1.0,1.0,1.0,2.0,25.0,19.0,,,,,,,1.0,,,
0,,3.0,13.0,,,,8.0,31.0,14.0,,3.0,,,,,,,,
0,,17.0,3.0,4.0,1.0,,4.0,7.0,12.0,,,1.0,9.0,2.0,1.0,1.0,,,
0,,4.0,3.0,3.0,,,,5.0,13.0,,,,3.0,,,,,,
0,,1.0,,2.0,,,,2.0,2.0,,,,1.0,1.0,,,,,
0,,3.0,5.0,9.0,,,6.0,7.0,22.0,,1.0,,,3.0,,1.0,,,
0,,3.0,13.0,9.0,1.0,,11.0,11.0,15.0,1.0,,,1.0,,,,1.0,,
0,,,4.0,4.0,,,2.0,6.0,20.0,,1.0,,,,,,,,
0,,3.0,9.0,7.0,,,3.0,8.0,14.0,,1.0,,1.0,,1.0,,,,
0,,1.0,7.0,3.0,,,2.0,12.0,11.0,,,,,,,1.0,,,
0,,2.0,15.0,12.0,5.0,,11.0,13.0,15.0,,,,,,,,,,
0,,,13.0,15.0,1.0,,15.0,20.0,17.0,1.0,,,,2.0,,,,,
0,,4.0,8.0,7.0,3.0,,6.0,4.0,10.0,1.0,,,,1.0,,1.0,,,
0,,2.0,19.0,6.0,,,7.0,12.0,29.0,,4.0,,6.0,,,,,,
0,,4.0,6.0,17.0,8.0,1.0,9.0,9.0,8.0,3.0,1.0,,,,1.0,,,,
0,,,2.0,4.0,1.0,,1.0,5.0,4.0,1.0,,,,,,,,,
0,,3.0,8.0,5.0,1.0,,3.0,7.0,12.0,1.0,,,2.0,,,,1.0,,
0,,2.0,8.0,8.0,3.0,17.0,6.0,5.0,10.0,1.0,2.0,,,,,,,,
0,,1.0,4.0,34.0,2.0,,1.0,3.0,19.0,1.0,,,,,2.0,,,,
0,,,6.0,5.0,,,3.0,2.0,,,,,,,,,,,
0,,5.0,8.0,4.0,2.0,5.0,,17.0,10.0,,,3.0,,3.0,,,,,
0,,2.0,4.0,13.0,,3.0,2.0,2.0,2.0,,,,,,,,,,
0,,7.0,11.0,6.0,,5.0,2.0,8.0,8.0,,1.0,1.0,5.0,,,1.0,,,
0,,3.0,3.0,2.0,,,5.0,11.0,4.0,,1.0,,,,,,,,
0,,1.0,3.0,2.0,,,,1.0,5.0,,,,,,,,,,
0,,1.0,3.0,1.0,,,4.0,4.0,1.0,,2.0,,,,,,,,
0,,4.0,2.0,12.0,,,,5.0,16.0,,7.0,,,1.0,,1.0,2.0,,
0,,2.0,13.0,16.0,,1.0,3.0,6.0,2.0,,,,,,,,,,
0,,4.0,5.0,2.0,,1.0,5.0,14.0,3.0,,1.0,,,,,,,,
0,,16.0,6.0,20.0,,,4.0,,20.0,,3.0,,,,,,,,
0,,,2.0,,,,1.0,6.0,4.0,,,,,,,1.0,,,
0,,2.0,16.0,3.0,,5.0,1.0,5.0,10.0,,1.0,,,,,,,,
0,,,2.0,8.0,4.0,1.0,4.0,3.0,6.0,,,,,,,,,,
0,,4.0,10.0,4.0,,,,23.0,8.0,,,,,,,,,,
0,,11.0,16.0,30.0,2.0,1.0,23.0,14.0,42.0,,1.0,,,2.0,,1.0,,,1.0
0,,1.0,8.0,15.0,2.0,2.0,3.0,7.0,21.0,,1.0,,,,,1.0,,,
0,,4.0,7.0,1.0,,2.0,4.0,6.0,9.0,,2.0,,1.0,,,,1.0,,
0,,7.0,9.0,3.0,,6.0,3.0,17.0,8.0,,1.0,,,,,,,,
0,,1.0,3.0,13.0,3.0,1.0,1.0,12.0,17.0,,,,2.0,,,,,,
0,,5.0,2.0,,1.0,2.0,4.0,3.0,5.0,,2.0,,,,1.0,,1.0,,
0,,3.0,2.0,2.0,,,5.0,2.0,12.0,,,,1.0,,,,,,
0,,5.0,18.0,4.0,,9.0,3.0,9.0,13.0,,7.0,11.0,,2.0,,,,,
0,,13.0,17.0,5.0,,2.0,22.0,31.0,21.0,1.0,1.0,,,1.0,,,,,
0,,3.0,8.0,7.0,,1.0,37.0,53.0,28.0,,,,,1.0,2.0,1.0,,1.0,1.0
0,,8.0,27.0,25.0,1.0,15.0,7.0,72.0,43.0,,3.0,,,,,,,,
0,,4.0,5.0,13.0,,2.0,4.0,8.0,8.0,,2.0,,,,1.0,,,,
0,,6.0,11.0,8.0,1.0,10.0,3.0,15.0,9.0,,2.0,,,,,,,,
0,,3.0,9.0,8.0,8.0,,3.0,10.0,8.0,,1.0,3.0,1.0,,,,,,1.0
0,,5.0,6.0,4.0,,,4.0,7.0,4.0,,,,,,,,,,
0,,1.0,10.0,15.0,,4.0,5.0,12.0,12.0,2.0,2.0,,,,1.0,1.0,,,
0,,5.0,12.0,12.0,1.0,,20.0,10.0,23.0,1.0,3.0,,1.0,,,1.0,5.0,,
0,,4.0,4.0,6.0,2.0,,1.0,17.0,6.0,,1.0,,,,,,,,
